volume,headword,dojg_entry_id,dojg_summary,audit_action,proposed_canonical,normalization_status,canonical_entry_count,needs_collision_review
Basic,ので,a6596fb24b5eafe91f5356f70a7b7bf928ede9f0fc751d66cec050ec3b42028b,A subordinate conjunction which expresses a reason or a cause.,safe_exact_link_candidate,〜ので,existing_canonical,1,False
Basic,ば,e095c5ffe8379ffae1303ea6a1e5294af054bbe7709d53499cea52e21489167f,A conjunction which indicates that the preceding clause expresses a conditional.,safe_exact_link_candidate,〜ば,existing_canonical,1,False
Basic,はず,857e5f23b465bd49e712145545e0c7333fcc7f7ef46d92d3ad5af1a789989bcb,A dependant noun which expresses the speaker’s expectation that something will take place or took place or that someone/something is or was in some state.,safe_exact_link_candidate,〜はず,existing_canonical,1,False
Basic,ばよかった,b5bac89bdb57a66d716260dd778a3c1fd057ab24a080b2d61989b268551e0a53,A phrase which expresses the speaker’s regret.,safe_exact_link_candidate,〜ばよかった,existing_canonical,1,False
Basic,まで,6d790ec055c52847ab6de4634eca1ba8f3c330652737ea777b5028e3fa26f538,"A particle to indicate a spatial, temporal or quantitative limit or an unexpected animate/inanimate object.",safe_exact_link_candidate,〜まで,existing_canonical,1,False
Basic,までに,edfe86e8a09100c15bc571ae3a6840e3f045e03a789b7c55f199b39eb25c215e,A particle that indicates a time limit on/for an action.,safe_exact_link_candidate,〜までに,existing_canonical,1,False
Basic,ようだ,dae4b7ed60100765e4f68772cdd695b24fda3a1187d75417fac015965df0cad5,An auxiliary な type adjective which expresses the likelihood of something/someone or the likeness of something/someone to something/someone.,safe_exact_link_candidate,〜ようだ,existing_canonical,1,False
Basic,ようと思う,5ea76fb507e61359dc46bdf1dd9c9e7d43b12c80681da9a9b97c6c5ffd550a67,The speaker desires or decides to do something.,safe_exact_link_candidate,〜ようと思う,existing_canonical,1,False
Basic,ようにする,855def453b5199081272693e4ac1aa9bde6d00324092a86f494b54e2d3218d4f,Someone causes some circumstantial or behavioural change to take place.,safe_exact_link_candidate,〜ようにする,existing_canonical,1,False
Basic,ようになる,84f5e1ffcf463b3985ad0c2425107edd03797e32f723d4da9f1da8358071fbe4,Some change takes place gradually.,safe_exact_link_candidate,〜ようになる,existing_canonical,1,False
Basic,らしい,50ba4ae9599de6842d0f94b634d3c9b90e4d4589686451d2b2b1881ee1ee976d,"An auxiliary adjective which indicates that the preceding sentence is the speaker’s conjecture based on what he has heard, read or seen.",safe_exact_link_candidate,〜らしい,existing_canonical,1,False
Intermediate,わけではない,a4f7395ab189693ccbf9e317e908971a383cac044a24612ec1f14ad7790a8cd9,A phrase which is used to deny what is implied in the previous or following statement.,safe_exact_link_candidate,〜わけではない,existing_canonical,1,False
Advanced,～が～なら,746c561e47ee4ed67e03e41be654f161b425ccc2bfb1b086b44f7deabc97fb16,A structure presenting a counterfactual situation which indicates that things would be better if something were really good or appropriate.,review_alias_candidate,〜が〜なら,sense_reconciled,1,False
Advanced,～ても～ても,f6fd53aa1ffe2d1b886829c2d2f0a23938ab37e8ffc254721e4b1b03d73ff44f,A structure meaning “even if someone does something repeatedly”.,review_alias_candidate,〜ても〜ても,sense_reconciled,1,False
Advanced,～といい～といい,883de9ec77b8afa38eee9b7769e9a21a18b705c8d92e185d0e7a131ba7bd3c4a,A structure that introduces multiple perspectives when describing a person or a thing.,review_alias_candidate,〜といい〜といい,sense_reconciled,1,False
Advanced,～も[V]ば～も[V],23ddaf9dac4bea749268e08f8efbfb9498b5736907f962581b89ee6f924cd863,"A structure used to present typical examples of actions, events, situations, people, or things among a number of possibilities.",review_alias_candidate,〜もVば〜もV,sense_reconciled,1,False
Basic,あげる (1),a6b2e0b7925b2e2e35f1525b4266fa424586e72d28bc53a41c76e85817fd6f51,Someone gives something to a person who is not a member of the giver’s in group but whose status is about equal to that of the giver.,review_alias_candidate,あげる,existing_canonical,1,False
Basic,あげる (2),b8313c0b228bb07fcee9399a37e4cd62d7c70b66bba897afeb19d0c5e5c1151d,Someone gives some action as a favour to a person who is not a member of the giver’s in group but whose status is about equal of the giver.,review_alias_candidate,〜てあげる,existing_canonical,1,False
Basic,お～になる,4ca91ef91c7fa978c7ac8d26981e2d608b0e0c3e73a06bd174a693724ddcc6aa,A phrase which expresses the speaker’s respect for someone when describing that person’s action or state,review_alias_candidate,お〜になる,sense_reconciled,1,False
Basic,ことが出来る・できる,2eea00069b8619bf6e80ec1201ab87132831f21360f70512191491cc6af62387,Doing something is possible,review_alias_candidate,〜ことができる,existing_canonical,1,False
Basic,のに (1),20fed37c7a0a5c4e6572110633502c37e72d1af18014b81e75070a6aea68e1b8,"Contrary to everybody’s expectation based on the sentence preceding [x], the proposition in the sentence following [x] is the case.",review_alias_candidate,〜のに,existing_canonical,1,False
Basic,のに (2),88fc3713ed36be1b1ce5e47d7c191925ffa2a19c0a15b2c7f4144d6dad888754,In the process or for the purpose of doing something expressed in the の nominalised clause.,review_alias_candidate,〜のに（目的）,sense_reconciled,1,False
Basic,もらう (1),706bee05703782198e1df841aec14d1b21ae2bf93f26b5be3861de72fb79dfd0,The first person or someone the speaker empathises with receives something from someone whose status is not as high as the receiver’s.,review_alias_candidate,もらう,existing_canonical,1,False
Basic,もらう (2),25934aa45c804a856b7be8d5e99e204e845c7096829a6d8b51c37e8cfa0006db,The first person or someone the speaker empathizes with receives some benefit from an action by someone whose status is not as high as the receiver’s.,review_alias_candidate,〜てもらう,existing_canonical,1,False
Basic,出す・だす,74ca538f7321ac0f4f70605136abe6ea0f57009a8658c746fb979f96e59f3bc4,Something that has been latent is realised.,review_alias_candidate,〜出す,existing_canonical,1,False
Basic,前に・まえに,51287b6c66e5d68285af4d2a2e3efac77cdfb83af36801c82858ad4e8dc293b9,In front of or before some situation comes about.,review_alias_candidate,〜前に,existing_canonical,1,False
Basic,呉れる・くれる (1),8d78cb69d97c254f470de3d06a167e475d38c21dd4f4e2945e2b93e5a3c8ac81,Someone whose status is not higher than the speaker’s gives something to the first person or to someone with whom the speaker empathises.,review_alias_candidate,くれる,existing_canonical,1,False
Basic,呉れる・くれる (2),9e1cfe19b2ca1405059df281a9cd0d1a116c3ffba0b2e7ec2b8b483f031d2cf4,Someone does something as a favour to the first person or to someone with whom the speaker empathises.,review_alias_candidate,〜てくれる,existing_canonical,1,False
Basic,始める・はじめる,12b2a4880310c98ea532133632a2114e6b1de7cdde225d1796f9d7f50660cd2f,Someone/something begins to do something or begins to be in some state.,review_alias_candidate,〜始める,existing_canonical,1,False
Basic,方・かた,a05b97dd3b2ab2779507081d3cbf3fd355564e1bf1d92cd8ece50701aacb3425,A noun forming suffix that indicates a way or a manner in which one does something.,review_alias_candidate,〜方,existing_canonical,1,False
Basic,易い・やすい,fc04cfe1d7dd824da676e130256d186fba00b1dbb484d47d3c5321789d0b25b9,Something or someone is easy to ~.,review_alias_candidate,〜やすい,existing_canonical,1,False
Basic,時・とき,47d014c03e74fcf15555977fa67295d1bfb0f5a85de302f05b4b2ae9fce1bf3d,A dependent noun which indicates the time when someone/something will do/does/did something or the time when someone/something will be/is/was in some state.,review_alias_candidate,〜時,existing_canonical,1,False
Basic,来る・くる (1),c703c569b3c386526962e0fc9c35ed2fc925bb32a1d0ee60103aef758a5557ee,Someone or something moves in a direction towards the speaker or the speaker’s viewpoint or area of empathy.,review_alias_candidate,来る,existing_canonical,1,False
Basic,来る・くる (2),505932929128609abe775a108269f2a96931e170f0fde59c3f943b8b0cb7b942,An auxiliary verb which indicates the beginning of some process or continuation of some action up to a current point of time.,review_alias_candidate,〜てくる,existing_canonical,1,False
Basic,欲しい・ほしい (1),8a2e18656513c097bda69327b1aa7d7f3f438dde72c06f9d38d4e0e484a2b637,Something is desired by the speaker.,review_alias_candidate,欲しい,existing_canonical,1,False
Basic,欲しい・ほしい (2),0f0a931a8cee33236862c71339188b1ef2fde097044660ebe061d29e967f8465,Want someone (who is not higher in status than the speaker) to do something.,review_alias_candidate,〜て欲しい,existing_canonical,1,False
Basic,為（に）・ため（に）,a1b56add2ae2eb8575494025daf156c46d62991246b7e7e7e0ee6ce5335b9aa2,"A noun that indicates a benefit, a purpose, a reason or a cause.",review_alias_candidate,為（に）・ため（に）,normalized_new,1,False
Basic,終わる・おわる,89522812441efda766ede078e7fe4931a6fdb96ae0d0b7adef4fc67074c1bcc8,Finish doing ~,review_alias_candidate,〜終わる,existing_canonical,1,False
Basic,行く・いく (1),b3567164a5d5534468613edeca18b67b9c7ddb1ccd1fb3390514a9060ce311eb,Someone or something moves in a direction away from the speaker or the speaker’s viewpoint.,review_alias_candidate,行く,existing_canonical,1,False
Basic,行く・いく (2),802740647ef40f472b2b172d2d2273470e2d068437e5e9d63d71cf9e4b653928,Some action or state keeps changing from the point in time at which the speaker first describes the action.,review_alias_candidate,〜ていく,existing_canonical,1,False
Basic,過ぎる・すぎる,ab6d33beb06a3f967c916d643c7a5be5f91031967731fa50c2a64cf4052cf0f1,Someone/something does something excessively or is in a state excessively.,review_alias_candidate,〜すぎる,existing_canonical,1,False
Basic,難い・にくい,4b92805c60f8ee16776d7498dd3dd776ab116549de111df410e89debec2ee92a,Something or someone is hard to ~.,review_alias_candidate,〜にくい,existing_canonical,1,False
Intermediate,ながら（も）,de36916c9231558cd3c83b19bcd356958732c73eda8cb3b411446e765c5e15a5,A disjunctive conjunction used normally in written Japanese with the meaning of 'although'.,review_alias_candidate,〜ながら（も）（逆接）,sense_reconciled,1,False
Intermediate,も~ば,da9346be591bb72efacaac8ac284ad98ed93c4533d8483b581ab59cad6d5e199,A structure which expresses the idea that a certain amount of something is sufficient to do something.,review_alias_candidate,〜も〜ば,sense_reconciled,1,False
Advanced,（っ）きり,6bdbd37ac80408b54e39e1c2178793cbc44d981d21a4a7024bd46b984b6249d0,"A conjunction indicating that since something occurred, nothing has happened and the resultant situation remains unchanged; a particle indicating a strict limitation in terms of number/quantity.",new_canonical_candidate,（っ）きり,normalized_new,1,False
Advanced,（っ）たって (1),7a2a6651b678a475c2b7b38f428dc7cf45ba3668525785eb30561ca4921fb3c9,The informal form of ても.,new_canonical_candidate,〜（っ）たって（譲歩）,sense_reconciled,1,False
Advanced,（っ）たって (2),9bbddc9e26eeb7bbdb2b514c1a209165a5731adbb3ea51ca3509a0b7e92351a5,The contracted form of と言っても or としても.,new_canonical_candidate,〜（っ）たって（と言っても・としても）,sense_reconciled,1,False
Advanced,（と言）ったらない,879d8e19c370afaa745127d654172aaf4a4e385950ba39ec9ae8a771786f43a3,A phrase used to express a strong sensation or emotion.,new_canonical_candidate,〜（と言）ったらない,normalized_new,1,False
Advanced,～であれ～であれ,396eaecca83aada5f112e1ae82a96374801d47c645054a65ab77118beca62f99,A structure that means “no matter which one is the case”,new_canonical_candidate,〜であれ〜であれ,normalized_new,1,False
Advanced,～でも[Wh. word]でも,b92522cd04df95b8692fb4511456c3da086a06646410d569cb411294f98d926b,"A structure indicating that what is expressed in the main/subordinate clause is applicable to anyone, anything, any place or any time.",new_canonical_candidate,〜でも[Wh. word]でも,normalized_new,1,False
Advanced,～に～ない,89574b47dcfb0b66a6efae8a756c174aa65590936a38df0b030056c54d3ab4fe,A sentence structure meaning “someone cannot manage to do something”,new_canonical_candidate,〜に〜ない,normalized_new,1,False
Advanced,～の～のと,2591ca951c040143774841599e0bfb56c17db13432e952f6f7a1555621ff0ea9,A structure that states what is said by someone in order to express the speaker’s disagreement or dissatisfaction.,new_canonical_candidate,〜の〜のと,normalized_new,1,False
Advanced,～やら～やら,bd92dddbdeec88f5ad5b023e858c50455e36de4ebb6c146d62f4836d5da3cb03,"A structure to present things, events, actions, etc., as examples, reasons or possibilities.",new_canonical_candidate,〜やら〜やら,normalized_new,1,False
Advanced,～わ～わ,e4572decc747c3f4f9b1814c97935ce9345dd00b4b297cfd04a7c37c3de5c3e4,"A structure that emphatically presents actions, events or states as examples or reasons, or indicates that someone does something or something happens to a great extent.",new_canonical_candidate,〜わ〜わ,normalized_new,1,False
Advanced,~言わず~と言わず,308bfd5f3aaaeb477a5014647bdb8bf9b183165236a1bf0f022dd11a742ebe58,"A structure indicating that something is the case not only for A and B but also for many other places, things, etc., of X, to which A and B belong",new_canonical_candidate,〜言わず〜と言わず,normalized_new,1,False
Advanced,あえて,ed4ad3d3d6a4d1bbaaf7ffcd475fb5ce3ebad5166e9755e82cba8749fb2ff0d7,"An adverb that expresses the speaker's/writer's desire or will to dare to do something in spite of difficulty, danger or opposition.",new_canonical_candidate,あえて,normalized_new,1,False
Advanced,あくまでも,91618ac6e2c3fce46c2140bdbf4e75d85dd7284323f682d6bc18799dff8af6f5,"An adverb that represents the idea of ""to the utmost degree"".",new_canonical_candidate,あくまでも,normalized_new,1,False
Advanced,あげく（に）,40ab142c9597c8755cd289b5ad77cd0557df93deeff6e9e4ed5b93cfa6cf33c6,An adverb/conjunction indicating that one spends an extended period of time before reaching a result.,new_canonical_candidate,あげく（に）,normalized_new,1,False
Advanced,あたかも,798c2d871cd9e404eb8633b09577f669c05633d3fffe547ada92bef26b12f259,An adverb used to present a counter-factual statement emphatically,new_canonical_candidate,あたかも,normalized_new,1,False
Advanced,あながち～ない,d50a7ef2111ea25195b5a7ce6d57dd022f2fa4dfca4418d78570930d34804398,A structure that indicates that something is not necessarily the way the speaker/writer thought.,new_canonical_candidate,〜あながち〜ない,normalized_new,1,False
Advanced,あるいは,c00cfedaaad9bb3e1dbb5e93ffae2c4dc23e494b773b1d99feef9deb305885e7,A conjunction that marks alternatives,new_canonical_candidate,あるいは,normalized_new,1,False
Advanced,いかなる,8c6e1eb7f37fd188a55df7746cb373f7e0e5148cd1897f42876c9bfd1588568b,A noun modifier that means either “what kind of” or “no matter what”.,new_canonical_candidate,いかなる,normalized_new,1,False
Advanced,いかに,c17ce0bb043fbbae9800332fcc7dd7b3ac24bac1ed773b4e5f3c019ebd65c121,An adverb meaning “how”.,new_canonical_candidate,いかに,normalized_new,1,False
Advanced,いくら,e20c50e3014a9a0e9ead44abaa25d40bf0d87d2a80c76e263674747e3e6929e4,A Wh-word that asks about the amount of something.,new_canonical_candidate,いくら,normalized_new,1,False
Advanced,いわゆる,3d880ffd30a4e6865a5bd72970f9d395ee65969a24c630c92e3dde89c273a799,A noun modifier that means “known generally by this term”.,new_canonical_candidate,いわゆる,normalized_new,1,False
Advanced,およそ,1de1f95aeee84f1c33f2cd891ed1ea398d2641a159a2bbf58d048286ba9f88e6,An adverb representing the ideas “all; totally; mostly; approximately”.,new_canonical_candidate,およそ,normalized_new,1,False
Advanced,かと思うと,83e8a1e9a9578a0197c5b0d68cb4238c8d1e3ff8103896950cca89e9b6a44ea3,"A phrase indicating that an action or state in the dependent clause occurs very closely with another action or state in the clause, or causes another action or state in the main clause.",new_canonical_candidate,〜かと思うと,normalized_new,1,False
Advanced,かな,f6b792557e764b8f1af759b863208c52472647116c7aeda952eaec51f21418c6,An interjection that expresses deep felt emotion.,new_canonical_candidate,かな（感嘆）,sense_reconciled,1,False
Advanced,かのように,da84d64a08707bf2215322cdbd68508787cdd8e7fad614d69d4e5e2652235149,"A conjunctive phrase that forms an adverbial clause which describes the way someone/something appears to the writer, contrary to reality.",new_canonical_candidate,〜かのように,normalized_new,1,False
Advanced,からして,6061f37f243d6d2be4596dd551b5ea24db7598c75075499fef5dd56376a5c7ed,A phrase that singles out something for emphasis or presents something as a basis for judgment.,new_canonical_candidate,〜からして,normalized_new,1,False
Advanced,からなる,95c1dafe391463b3f90b1bac8dfb16611ef81c40038004efa35ef35bf5f30df1,A phrase indicating that something consists of more than one member/constituent.,new_canonical_candidate,〜からなる,normalized_new,1,False
Advanced,からには,de1812d37189b92df71deafb30bffc0216fc5fae102c069f017ae47233afb57f,"A subordinate conjunction meaning “now that,” “once someone does / has done something” or “so long as”.",new_canonical_candidate,〜からには,normalized_new,1,False
Advanced,から言って,d8c8c535cff5177c998eb8e6fa6368133201aca81fbbdbe3a166460d378a9e65,A phrase that means either “in terms of” or “judging from”.,new_canonical_candidate,〜から言って,normalized_new,1,False
Advanced,か否か,2c0620376281f4f9e0373934784e5d9d64bb6b6b31486682f4ae64cfbdbc5285,A conjunctive phrase indicating that the speaker/writer is wondering whether something is the case or not.,new_canonical_candidate,〜か否か,normalized_new,1,False
Advanced,が早いか,b3507b9e556bf7be3454047464d9ac70c2934efef9cb77f0f194e23f306c6f0b,"A conjunction indicating that as soon as something happens, something else happens.",new_canonical_candidate,が早いか,normalized_new,1,False
Advanced,きらいがある,22d79af8257971c57a414a2ab751614398485135cffd6096e6f968af0e6ea5fe,A phrase indicating that someone or something has an undesirable tendency.,new_canonical_candidate,〜きらいがある,normalized_new,1,False
Advanced,ことか,eecb3562e84838fdc2f64d3344d8df6a088df36055ebc241f9eeed4cce928c37,"A sentence final, exclamatory phrase used in written language.",new_canonical_candidate,ことか,normalized_new,1,False
Advanced,ことから,4a3e64ec5fb127c73347e4b5f9b4199bcbac492128f199d73419d527c215fdb3,A phrase that expresses a reason or a cause.,new_canonical_candidate,〜ことから,normalized_new,1,False
Advanced,ごとし,d1c616cbdaa4787d3aa1eea1cee1c24eb0564c95af3d13884c83893f2027b8b1,An auxiliary adjective that indicates a resemblance of something/someone to something/someone or indicates how something/someone appears to speaker/writer.,new_canonical_candidate,〜ごとし,normalized_new,1,False
Advanced,ことに,b73c6cb1422974a6752dd4a29fd805520667ca112df4e65a9306c5d3b8489822,A phrase that expresses the speaker’s/ writer’s emotion or subjective judgment.,new_canonical_candidate,〜ことに,normalized_new,1,False
Advanced,この上ない,416fc50aa72c3cc09cea11f79b828f0920cd26b6da1a98f12b8a15e6a2e89a3f,A phrase that indicates that something or someone is in an extreme state.,new_canonical_candidate,〜この上ない,normalized_new,1,False
Advanced,さぞ（かし）,824d6f5b37a2824089fa5c47054467ce58b8bd3a939dca305fa954365569f66e,An adverb that is used when the speaker thinks that someone or something is in an extreme state.,new_canonical_candidate,さぞ（かし）,normalized_new,1,False
Advanced,さて,1a074a905ae02b4e5064256e727648e1434ec4f9085cc8eb1eeb0e66f84a3e65,An interjection indicating that the speaker/writer is going to talk about something different.,new_canonical_candidate,さて,normalized_new,1,False
Advanced,さも,84dd571488421ae42594464acabcdbdd3f3a559c2d6eb906fce851628ba002c9,"An adverb meaning “truly,” used when describing the way someone’s action or behaviour appears.",new_canonical_candidate,さも,normalized_new,1,False
Advanced,ずして,ae882699865b6ebd7bc974764d65fa3737e2864b438e2fa6ab918386dc0a7a41,A phrase meaning “without doing something”.,new_canonical_candidate,〜ずして,normalized_new,1,False
Advanced,ずとも,246d32c498c52ab8f529a64c90110892861cd8c8fdfba97e9fba77ff6f9ce4cc,A conjunctive phrase that indicates negative concession: “even if ~ not”.,new_canonical_candidate,〜ずとも,normalized_new,1,False
Advanced,ずにはおかない,599a1a113456b16a59b7ad37b1ffa4a2213d0285e9002ed4ecd735da490fbb8f,A phrase that expresses the idea that someone/something necessarily or naturally causes something to happen.,new_canonical_candidate,〜ずにはおかない,normalized_new,1,False
Advanced,そのもの,4dbbc4f309daa062c1a7ae26cd643f08f53eb2b425c9f4eb9a5a57596505b737,A phrase used to refer strictly to the preceding noun (phrase) or adjective.,new_canonical_candidate,〜そのもの,normalized_new,1,False
Advanced,そもそも（の）,44b0f0f02ec44986a47afc618b409abc0ff4680af7088d9b1dcf269538f21e47,A sentence-modifying adverb used when the speaker/writer comments on or questions a fundamental point.,new_canonical_candidate,そもそも（の）,normalized_new,1,False
Advanced,それだけ,036615b559e6e6b995e8ef7510a538aa5e08c727c8cd0bb778ba57daf8e7b124,"An adverbial phrase indicating that the degree of something is proportionate to the degree of the state, action or event mentioned in the preceding sentence.",new_canonical_candidate,それだけ,normalized_new,1,False
Advanced,それなりに・の,d99b3ca61627cea4bebbb61410753902acdf2156fca6cfeb089a2e3460b00f15,"A phrase representing the idea that someone/something does something or is in a state in his/her/its own way, or in a way suitable to the situation or generally expected from the situation.",new_canonical_candidate,〜それなりに・の,normalized_new,1,False
Advanced,たかが,4f4320fbfb38e7b4393d3b04c6ccf0287fc9dcfb5411a04a0ec0dd9e5c12f6a5,A noun modiﬁer used when the speaker thinks little of the referent of the modiﬁed noun or noun phrase.,new_canonical_candidate,たかが,normalized_new,1,False
Advanced,だけあって,28f114e2edb95c692776fdbcda5df2292bd68e64f0ba6ced28139131678f45c6,A phrase that means “and as one would expect” or “for good reason”.,new_canonical_candidate,〜だけあって,normalized_new,1,False
Advanced,だけに,c9d1e023e98f1d883f9918aece447883d7fb27324b4159412d9d31825a9b3613,A phrase that carries the idea “as one would expect”.,new_canonical_candidate,〜だけに,normalized_new,1,False
Advanced,だけのことはある,9f6ba76efd7e4f0d439d9ad0472cb4ac9f62ad9fef10399c43abe360b353a56d,"A phrase expressing an evaluative comment regarding how something is contributing to an expected, remarkable result.",new_canonical_candidate,〜だけのことはある,normalized_new,1,False
Advanced,ただ,1e6fb000d605ceb6bd7ea8a23c448f73deefc6c370d1bb7d5abcc5c4bec4059a,A conjunction that introduces a supplementary remark.,new_canonical_candidate,ただ（補足）,sense_reconciled,1,False
Advanced,だって (1),e4d890a78285872f2f6e937122e4aa5991b8740050f2510219163d7db845cd82,A conjunction that indicates a reason.,new_canonical_candidate,〜だって（理由）,sense_reconciled,1,False
Advanced,だって (2),68baeed7b6bf8770968c58e5fddbedd7f02dd1fb8d77ab07bfecafd1c6da4a6c,A particle meaning “too” or “even”.,new_canonical_candidate,〜だって（追加・強調）,sense_reconciled,1,False
Advanced,たなり（で）,1173fbf019b4cf320ffff66502e31c4518f9605a8cc968e521b789e4515adad0,A conjunction indicating that a situation or condition remains unaltered.,new_canonical_candidate,たなり（で）,normalized_new,1,False
Advanced,だに,1f1d08cb80c0cb6a249d6bf919872db588fd33004fe21b8af109857295c76881,A particle indicating that something expressed by the preceding verb alone produces a certain feeling or the meaning “(not) even doing something; doesn’t even occur”.,new_canonical_candidate,〜だに,normalized_new,1,False
Advanced,だの,da9ea8c820469be70ffaf50ab0e9a4be85b08f06efe82a9aa146749074260315,A conjunction that lists nouns/quotes inexhaustively.,new_canonical_candidate,だの,normalized_new,1,False
Advanced,たるや,73bd97bf000e87a8f137924eef5301bdc26ad3cd7c794d711011c17c5eb5b2c6,A compound particle used to present a subtopic about which the writer provides surprising or impressive information.,new_canonical_candidate,〜たるや,normalized_new,1,False
Advanced,ちなみに,4c44c8bf44a915554109074a42120f7c5b2be9e1ed3d3d6deaebc149dbdf6f2b,A conjunction to indicate that what follows is additional information related to the previously stated main theme,new_canonical_candidate,ちなみに,normalized_new,1,False
Advanced,つい,18d8445c5da87b4da8e2718506ee23984130cd77bc19f3c052432b4f48783d27,An adverb used to describe someone doing something without being able to control himself/herself or used to indicate the closeness of a time or a place.,new_canonical_candidate,つい,normalized_new,1,False
Advanced,ついでに,023cedb4d8e4ca748542c0a6160b44c6d948a10fa54bbbed27e1298e9a425da5,A phrase used to express the idea that someone does a second thing at the same time as the first because it takes less time or effort.,new_canonical_candidate,〜ついでに,normalized_new,1,False
Advanced,ついては,5f4e5c715fa879f0cc9495145c91269b6f1cf4988989f3334fdc3ed974901a63,"A sentence-initial conjunction that means “with regard to this,” referring to what is stated in the preceding sentence.",new_canonical_candidate,ついては,normalized_new,1,False
Advanced,っけ,4b3ac71cff618da58adb1c13ee974920646d1211c279d7a80f6be967813e174a,A colloquial sentence final particle marking a question.,new_canonical_candidate,っけ,normalized_new,1,False
Advanced,であれ,f816734c0f4cdd4f27698af88e4db06ea0c966cca06b528b6fc99239f04e05ff,A conjunctive phrase that expresses the idea of concession.,new_canonical_candidate,〜であれ,normalized_new,1,False
